,rolling_period,mean_period,rolling_threshold,Total Return [%],Max Drawdown [%],Sharpe Ratio
96,36,60,0,171.57305645172076,44.84216410875767,0.9956071887960181
97,36,64,0,265.0878159295836,39.33984720831481,1.5973400132387938
98,40,12,0,237.47024050591557,34.881426269192936,1.5449281206199255
99,40,16,0,333.42526906104354,36.62679404211558,1.8068035207219144
100,40,20,0,239.19509937211393,32.93405147281812,1.5046072235224721
101,40,24,0,276.5132419634882,36.724490841478506,1.6721355976852295
102,40,28,0,201.13417334796316,35.68349047498439,1.437754469501257
103,40,32,0,165.8283769970947,37.30698002938655,1.230966047755232
104,40,36,0,217.12141687321744,31.8795676385895,1.449979091100229
105,40,40,0,223.09862777298318,25.43865396002914,1.5159415255542206
106,40,44,0,221.33492442840574,25.288349789125704,1.5239138872844704
107,40,48,0,323.54487473985927,32.60431157014793,1.8124104935137455
108,40,52,0,161.50184734716686,36.192194740923775,1.2022585436714495
109,40,56,0,303.25303342217006,37.972828139563276,1.7241321439261275
110,40,60,0,163.3538396927744,47.0126066360746,0.9667779024020167
111,40,64,0,208.12036791873547,40.124472827557916,1.423439158413626
112,44,12,0,157.46150823409639,33.567403239954224,1.2734641692583284
113,44,16,0,334.3200119004283,32.19374551961584,1.7612613542283593
114,44,20,0,238.25004740710983,32.61317413073211,1.4928679463980155
115,44,24,0,308.18770398932804,32.99601036314735,1.8298441444943858
116,44,28,0,267.6524237520599,32.32981339162123,1.6694148501348995
117,44,32,0,211.34449777323977,32.11182211464019,1.5583319856420286
118,44,36,0,174.7419460495814,31.55649694360362,1.3142568733796933
119,44,40,0,278.98069829962384,29.364170107689453,1.6684151475839408
120,44,44,0,215.40079280437712,29.966938385937524,1.4951172951884442
121,44,48,0,365.2957200301336,31.66165827005632,1.960076497858628
122,44,52,0,272.7535165100289,36.030551663526616,1.645876577732826
123,44,56,0,284.20882997362605,37.64726252721251,1.6800467691139056
124,44,60,0,186.2480574088661,47.539847405571386,1.0173256495569192
125,44,64,0,284.1356701392039,36.87322022763279,1.6801051958015372
126,48,12,0,156.57941686162746,36.99245391187531,1.2833585276114383
127,48,16,0,324.7040752708728,31.629909536749107,1.789652564609126
128,48,20,0,207.8498964151247,36.91864821274483,1.451905747391895
129,48,24,0,322.73658046617487,33.66811673184798,1.8704352763368106
130,48,28,0,260.93286346680895,34.695838419531505,1.6760128523424656
131,48,32,0,199.48233610362652,31.23410171287076,1.4743534622734038
132,48,36,0,180.91992064199263,28.99594175614957,1.3267999323949045
133,48,40,0,198.87752769903656,30.08933194160982,1.3784959540577424
134,48,44,0,182.27242141194165,25.860992237308167,1.3857457172934864
135,48,48,0,351.51936410863937,28.882228405056853,1.8959813616661494
136,48,52,0,266.3615448107551,34.45636716056965,1.6186065931289233
137,48,56,0,273.10656799228406,38.69298575975837,1.6142092052697163
138,48,60,0,159.7415116637053,47.106780919548655,0.9451635845540095
139,48,64,0,170.87088949895147,77.14578531072507,0.7512693511871013
140,52,12,0,230.39317115795836,38.83848129921228,1.5739380357817723
141,52,16,0,282.0368518639178,32.36065101448362,1.6973371256172267
142,52,20,0,221.58628654633122,34.26280817619649,1.5256159897898818
143,52,24,0,312.01004957974493,33.836225179495884,1.8691396216002696
144,52,28,0,223.75823192409655,36.96480639681069,1.5746148848970438
145,52,32,0,294.97628879318285,31.107959500347004,1.8244273246951184
146,52,36,0,206.62546155119216,30.0123386178086,1.4525985237948702
147,52,40,0,290.3639640532486,27.924603780251534,1.7331186098443716
148,52,44,0,200.9647989810931,26.783402620736652,1.4491973903676687
149,52,48,0,377.6176231984602,31.771555993910678,1.9634208919205933
150,52,52,0,295.8513576300016,35.619187916461705,1.7417009006104003
151,52,56,0,243.76429687266042,38.90554171800345,1.5344706630891074
152,52,60,0,291.2685329413298,39.17960241422221,1.6949666184885082
153,52,64,0,325.7036757877937,37.55370145106081,1.7837634634876456
154,56,12,0,236.46051555692026,37.47026477843778,1.5953559789559
155,56,16,0,314.1672827122415,31.9412309063072,1.7625579438207708
156,56,20,0,181.93884337276532,36.66603330463259,1.3612356545093154
157,56,24,0,282.2355705964194,37.67024101521705,1.7709283830666898
158,56,28,0,210.5853321415491,35.30463635272501,1.5089914175467283
159,56,32,0,294.46642999742494,29.833582710139595,1.7885624115299532
160,56,36,0,145.89465073160386,31.382379322672765,1.2040186253843892
161,56,40,0,213.94835135364033,28.16652482710373,1.435487616177011
162,56,44,0,182.51099393679345,29.07427786925429,1.22372678711296
163,56,48,0,331.6849256976698,29.039708957251136,1.8586734251713535
164,56,52,0,257.05237343980707,30.475440473486575,1.6600118689017735
165,56,56,0,285.96455667139617,30.59834960968454,1.7356709447748035
166,56,60,0,265.1142210256486,35.82768946946142,1.5244363587016634
167,56,64,0,354.3482722075629,31.948610077332066,1.87026053146246
168,60,12,0,230.11509773687783,37.25654936304716,1.5927547342286825
169,60,16,0,234.90749466002848,34.22213914977347,1.4545590311418795
170,60,20,0,155.69937892124085,37.49714076851308,1.2573703071702214
171,60,24,0,291.601961214567,34.12169138546553,1.7518017509661707
172,60,28,0,222.60508885937176,35.49466077374082,1.5954910391893724
173,60,32,0,224.87882152127398,33.028029394705285,1.5817368388655741
174,60,36,0,154.91092992681445,29.819214418562023,1.2516330546138996
175,60,40,0,259.61277889573455,29.543500935254446,1.6135936816952179
176,60,44,0,185.71794550894717,29.252686843905007,1.3419151933030433
177,60,48,0,279.04454581970907,31.78825723551061,1.6893050879706963
178,60,52,0,244.01275045814606,31.08487482111783,1.6148297054430596
179,60,56,0,239.58768776285262,31.90374037788894,1.5311816571096233
180,60,60,0,293.19017933509383,35.90775141278419,1.682604619862755
181,60,64,0,227.8046650438103,32.58091096936351,1.4974284631340884
182,64,12,0,251.69674227046593,36.610184933377404,1.6992367247379774
183,64,16,0,273.3856256378551,33.76237483095619,1.606987612445048
184,64,20,0,161.7960494299843,38.491696257869116,1.2913658863757576
185,64,24,0,242.1096964011308,37.2288547638288,1.6098328583785426
186,64,28,0,182.38189358141605,33.80900208578675,1.378942402304362
187,64,32,0,256.738338783158,28.21126058836887,1.6803590953349166
188,64,36,0,174.51099025300937,25.697999636500324,1.3452380530406984
189,64,40,0,249.00836006403674,29.151149980746037,1.6168367712660252
190,64,44,0,180.85732438145888,26.821966347123144,1.211562142389557
191,64,48,0,387.5545275020684,30.674667920419573,1.930395713345187
192,64,52,0,241.23860899750528,30.522490629470727,1.559074513679096
193,64,56,0,284.31813077331975,29.3462045614991,1.6645263758416653
194,64,60,0,235.72651465187957,36.03602594496379,1.3474873469255735
195,64,64,0,268.1376458827924,34.24829471071657,1.5249808569359729
